,Date,sentiment_value,yesterday_sentiment,Open,High,Low,Close,Volume,avgprice,yvalue
217,11/13/2015,3.451670274,5.696600529,28.799999,28.8925,28.067499,28.084999,183249600,28.4799995,-0.5787505
218,11/16/2015,4.415479798,3.451670274,27.844999,28.559999,27.75,28.545,152426800,28.1549995,-0.325
219,11/17/2015,3.14896645,4.415479798,28.73,28.762501,28.33,28.422501,110467600,28.5462505,0.391251
220,11/18/2015,5.03248557,3.14896645,28.940001,29.372499,28.875,29.3225,186698800,29.1237495,0.577499
221,11/19/2015,4.141264069,5.03248557,29.41,29.9375,29.190001,29.695,173183200,29.5637505,0.440001
222,11/20/2015,7.635714286,4.141264069,29.799999,29.98,29.7125,29.825001,137148400,29.84625,0.2824995
223,11/23/2015,1.239829245,7.635714286,29.817499,29.932501,29.334999,29.4375,129930000,29.63375,-0.2125
224,11/24/2015,5.038371212,1.239829245,29.3325,29.8375,29.280001,29.719999,171212800,29.5587505,-0.0749995
225,11/25/2015,7.619381674,5.038371212,29.8025,29.807501,29.48,29.5075,85553200,29.6437505,0.085
226,11/27/2015,4.13270202,7.619381674,29.5725,29.602501,29.4,29.452499,52185600,29.5012505,-0.1425
227,11/30/2015,6.199321789,4.13270202,29.497499,29.852501,29.4375,29.575001,156721200,29.6450005,0.14375
228,12/1/2015,3.62136544,6.199321789,29.6875,29.702499,29.215,29.334999,139409600,29.4587495,-0.186251
229,12/2/2015,4.69,3.62136544,29.334999,29.5275,29.02,29.07,133546400,29.27375,-0.1849995
230,12/3/2015,5.308030303,4.69,29.137501,29.1975,28.555,28.799999,166278000,28.87625,-0.3975
231,12/4/2015,7.976176046,5.308030303,28.8225,29.8125,28.7775,29.7575,231108000,29.295,0.41875
232,12/7/2015,5.504959115,7.976176046,29.745001,29.965,29.452499,29.57,128336800,29.7087495,0.4137495
233,12/8/2015,6.408279221,5.504959115,29.379999,29.65,29.215,29.557501,137238000,29.4325,-0.2762495
234,12/9/2015,3.021194084,6.408279221,29.41,29.422501,28.77,28.905001,185445600,29.0962505,-0.3362495
235,12/10/2015,8.044399351,3.021194084,29.01,29.235001,28.877501,29.0425,116850800,29.056251,-0.0399995
236,12/11/2015,5.740089586,8.044399351,28.797501,28.8475,28.2125,28.295,187544800,28.53,-0.526251
237,12/14/2015,2.883721741,5.740089586,28.045,28.17,27.4475,28.120001,257274800,27.80875,-0.72125
238,12/15/2015,1.974528018,2.883721741,27.985001,28.200001,27.5875,27.622499,213292400,27.8937505,0.0850005
239,12/17/2015,4.601782107,1.974528018,28.004999,28.0625,27.245001,27.245001,179091200,27.6537505,-0.24
240,12/18/2015,3.498126503,4.601782107,27.227501,27.379999,26.452499,26.5075,385813200,26.916249,-0.7375015
241,12/21/2015,5.651456229,3.498126503,26.82,26.842501,26.3925,26.8325,190362400,26.6175005,-0.2987485
242,12/22/2015,5.174340729,5.651456229,26.85,26.93,26.612499,26.807501,131157600,26.7712495,0.153749
243,12/23/2015,5.298136724,5.174340729,26.817499,27.2125,26.799999,27.1525,130629600,27.0062495,0.235
244,12/24/2015,5.472429654,5.298136724,27.25,27.25,26.987499,27.0075,54281600,27.1187495,0.1125
245,12/28/2015,7.297507215,5.472429654,26.897499,26.922501,26.545,26.705,106816800,26.7337505,-0.384999
